胶原蛋白软胶囊(奈世康)买二赠一	￥0.01
提高免疫力 海南 椰岛鹿龟酒  常州市外不销售  新春特价	￥139.00
对胃粘膜有辅助保护功能 硒维康口服液(华信)	￥139.00
二合一保健盒(鱼跃)	￥139.00
艾兰得牌钙铁锌加维生素C咀嚼片(儿童型)(奈世康)	￥139.00
替比夫定片(素比伏)	￥139.00
复方甘草酸苷片(美能)	￥139.50
血糖试纸(鱼跃)	￥140.00
盐酸多奈哌齐片(安理申)	￥140.80
倍爱牌硫酸软骨素钙胶囊	￥145.00
百合康牌祛黄褐斑片(麦金利)	￥145.00
护腰(康祝)	￥146.00
提高免疫力 纽徕佛钙铁锌软胶囊(桑美尼牌)  新春第二件半价	￥147.00
辅助降血压 纽徕佛天然卵磷脂 新春第二件半价	￥147.00
润肠通便 广州 康力士牌纤维康片	￥148.00
11X生命力牌叶酸片	￥148.00
安琪纽特酵母铁质叶酸片	￥148.00
补充铁、叶酸 汤臣倍健叶酸亚铁片	￥148.00
补充钙和维生素E 纽徕佛牌维生素DE钙软胶囊	￥148.00
减肥胶囊（金士力）	￥148.00
补充多种维生素 深圳纽徕佛牌多种维生素咀嚼片	￥148.00
补充钙和维生素E 纽徕佛牌维生素DE钙软胶囊	￥148.00
提高免疫力 纽徕佛康康软胶囊(原大豆异黄酮)	￥148.00
改善记忆 倍健鱼油牛磺酸软胶囊(DHA)(专柜)	￥148.00
改善睡眠、润肠通便 脑白金(礼)(新包装)	￥148.00
改善睡眠、润肠通便 脑白金(礼)(新包装)	￥148.00
补充B族维生素 广东 汤臣倍健维生素B族片	￥148.00
高负压真空拔罐(华佗牌)  五折	￥148.00
改善糖尿病并发症 增加免疫力 金奥力牌蜂胶胶囊(奈世康)	￥148.00
广赛牌力朗咀嚼片送维D钙(纽斯葆)	￥148.50
安特卫腰椎好	￥149.00
安特卫腰椎好	￥149.00
安特卫腰椎好	￥149.00
补维生素 威海麦金利生物工程 VD钙软胶囊（麦金利）	￥150.00
补维生素  麦金利牌VD钙软胶囊(自在)	￥150.00
双弹式腰椎保健带(方祥)	￥150.00
阿德福韦酯胶囊(名正)	￥150.00
测量血糖 长沙 三诺安稳血糖仪1台加血糖测试条1盒	￥150.00
慢性乙型肝炎 天津药物研究院 阿德福韦酯片	￥150.00
海马	￥150.00
沙美特罗替卡松粉吸入剂(舒利迭)	￥154.00
重组甘精胰岛素注射液(长秀霖)  常州市外不销售	￥154.50
碳酸钙维D3元素片(4)金钙尔奇	￥156.00
阿胶补血口服液(福胶)(礼盒)	￥156.00
安宫牛黄丸(广药集团)	￥156.00
噻托溴铵粉吸入剂(思力华)	￥157.00
米诺地尔酊(蔓迪)	￥157.00
10XK3高点子牌羊乳维D钙片	￥158.00
VEVC营养素补充剂(女性礼盒)(麦金利)	￥158.00
天然维生素E软胶囊(麦金利)	￥158.00
增加免疫力 百合康牌葡萄籽大豆提取物软胶囊(奈世康)	￥158.00
增强免疫 深圳市生命力科技 纽徕佛深海鱼油	￥158.00
保护视力 深圳 金奥力牌β-胡萝卜素(纽徕佛)	￥158.00
降血压B纽徕佛天然卵磷脂	￥158.00
降血压B纽徕佛天然卵磷脂	￥158.00
颈椎牵引器(安特卫)	￥159.00
安特卫颈椎牵引器	￥159.00
他克莫司软膏(普特彼)	￥159.00
增强骨密度 氨糖软骨素钙片(健力多)	￥159.00
拉米夫定片(健甘灵)	￥159.00
百合康牌大豆卵磷脂软胶囊(麦金利)	￥160.00
快速血糖测试条(三诺)SXT1	￥160.00
左乙拉西坦片(开浦兰)	￥161.00
11X维生素C加E咀嚼片（生命力）	￥162.00
百合康牌鱼油软胶囊(麦金利)   五折	￥163.00
β胡萝卜素软胶囊(麦金利)	￥164.00
降血脂 太极 降脂灵片	￥165.00
钙镁片(麦金利)	￥165.00
改善胃肠道功能 美国 芦荟软胶囊(康麦斯）	￥165.00
乙型肝炎-恩替卡韦分散片	￥165.00
康麦斯牌多种维生素及矿物质片补充多种维生素及矿物质	￥166.00
提高性功能 天然番茄红素软胶囊（艾兰得）	￥168.00
缓解视疲劳 百合康牌越橘叶黄素软胶囊（奈世康）	￥168.00
11X左旋肉碱茶多酚片（生命力）	￥168.00
纽斯康牌螺旋藻咀嚼片	￥168.00
缓解视疲劳 叶黄素咀嚼片（来益牌）	￥168.00
辅助降血脂 一品康牌鱼油软胶囊（三也真品）	￥168.00
汤臣倍健蛋白质粉	￥168.00
倍健葡萄糖胺片	￥168.00
纽邦葡萄籽芦荟软胶囊	￥168.00
纽邦天然β胡萝卜素软胶囊	￥168.00
纽邦海狗油软胶囊	￥168.00
增强免疫 广州市倍健生物 汤臣倍健苹果醋片 	￥168.00
丰富的黄酮类物质抗氧化 生命力科技发展 B纽徕佛蜂胶	￥168.00
阿胶补血口服液	￥168.00
润贝婴儿配方奶粉1(金装系列)(小听)	￥168.00
S祛癀无暇润白泥面膜（片仔癀）	￥168.00
增加骨密度片(麦金利)	￥168.00
大豆磷脂软胶囊送维D钙(纽斯葆)	￥168.00
排毒美容养颜 广州 倍健苹果醋片	￥168.00
康祝颈部牵引器	￥168.00
龙鹿胶囊	￥168.00
参一胶囊	￥168.00
康欣胶囊 补肾填精  五折	￥168.00
补充铬、维生素C、维生素E 铬酵母CE胶囊(安琪纽特)	￥168.00
奥美拉唑镁肠溶片(洛赛克)	￥168.00
增加骨骼骨密度 山东明仁福瑞达制药 维固康增加骨密度胶囊	￥169.00
血糖试纸(爱奥乐)	￥175.00
噻托溴铵粉吸入剂(思力华)	￥175.00
倍健维生素E加维生素C咀嚼片	￥176.00
辅助降血脂 深海鱼油软胶囊(康麦斯）  五折	￥176.00
增加抵抗力 儿童益生菌冲剂(合生元)(礼)	￥176.00
调节血糖、消融结实、增强记忆 美国 卵磷脂软胶囊（康麦斯）  五折	￥176.00
生命力牌维生素C咀嚼片	￥177.00
增强免疫 广州市康力士保健品 康力士牌牛初乳片	￥178.00
倍爱牌角鲨烯软胶囊	￥178.00
补充多种维生素 纽徕佛B族维生素片(金奥力牌)	￥178.00
11X番茄红素软胶囊（生命力）	￥178.00
石斛(晟海祥)	￥178.00
阿德福韦酯片	￥178.00
桂龙药膏	￥179.00
增加听力  深圳 盒式助听器(好一生)	￥180.00
海马	￥180.00
九安血糖试纸送血糖仪	￥180.00
乙肝 葛兰素史克 拉米夫定片片	￥180.00
替格瑞洛片(倍林达)	￥182.00
鸿洋神牌深海鱼油胶丸(麦金利)	￥182.00
补钙 美国 补钙胶囊（液体钙）(康麦斯）  五折	￥186.00
滋阴补肾  六味地黄滴丸(赛福林)	￥186.00
阿胶补血膏	￥188.00
鹿鞭回春胶囊	￥188.00
三七粉(同仁堂)	￥188.00
11X纽徕佛牌鱼油软胶囊	￥188.00
11X纽徕佛牌卵磷脂软胶囊	￥188.00
参芪口服液	￥188.00
10XK3纽徕佛牌维生素DE钙软胶囊	￥188.00
汤臣倍健多种维生素矿物质片(孕妇早期型)	￥188.00
汤臣倍健多种维生素矿物质片(老年人型)	￥188.00
汤臣倍健多种维生素矿物质片(孕妇型)	￥188.00
增强免疫力、调节肠胃 国林牌枸杞蜂蜜（礼盒装）	￥188.00
雅培益力佳营养配方粉  血糖偏高者专用，专业推荐，畅销全球  适于孕妈咪减肥代餐	￥188.00
预防老年痴呆、健脑益智 广东 汤臣倍健大豆磷脂软胶囊	￥190.00
补钙 广东 汤臣倍健液体钙软胶囊	￥190.00
布地奈德福莫特罗粉吸入剂(信必可都保)	￥190.00
羚羊角粉	￥190.00
斯特龙牌西洋参胶囊  用于气虚阴亏所致的咳喘 烦躁体倦 口燥咽干 中秋特惠	￥192.00
斯特龙牌西洋参含片 缓解体力疲劳	￥192.00
补充多种维生素 深圳 纽徕佛多种维生素 新春第二件半价	￥192.00
01XK3生命力牌钙咀嚼片	￥192.00
汤臣倍健牛初乳加钙咀嚼片六一礼盒	￥196.00
大枣(彭祖)	￥196.00
康麦斯牌鱼油磷脂软胶囊 调节血脂  五折	￥196.00
麒麟丸(浓缩丸)	￥197.50
改善视力眼疲劳 眼部磁力按摩器（爱奥乐）	￥198.00
提高性能力提高精力活力提高精力 09X拉摩力拉牌玛卡片 赫赛尔公司	￥198.00
调节血脂  广州 康力士牌三文鱼油维生素E软胶囊	￥198.00
免疫调节, 抗疲劳, 改善睡眠, 补肾壮阳 拉摩力拉牌玛卡片	￥198.00
嫦娥加丽丸 太极	￥198.00
金奥力牌辅助降血糖胶囊(奈世康)	￥198.00
金奥力牌辅助降血糖胶囊(奈世康)	￥198.00
10X绿森林牌葡萄籽软胶囊	￥198.00
10XK3蜂胶软胶囊（生命力）	￥198.00
健延龄胶囊	￥198.00
纽邦胶原蛋白粉	￥198.00
抗氧化 汤臣倍健股份有限公司  S汤臣倍健葡萄籽维生素C加E片	￥198.00
变幻牌格尔泡腾片(金坛专用)	￥198.00
汤臣倍健β胡萝卜素软胶囊	￥198.00
辅助降血脂补钙(麦金利)	￥198.00
番茄维E软胶囊(纽斯葆)   五折	￥198.00
红景天西洋参胶囊(纽斯葆)	￥198.00
赛尔软胶囊(纽斯葆)	￥198.00
葛维片(纽斯葆)	￥198.00
马应龙眼霜(紧致型)	￥198.00
马应龙眼霜(养护型)	￥198.00
安特卫血糖试纸	￥198.00
红参片(新开河)	￥198.00
抗氧化  汤臣倍健葡萄籽维生素C加E片	￥198.00
血糖测试  三诺安稳免调码血糖仪	￥198.00
鹿筋壮骨酒  常州市外不销售  五折	￥198.00
汤臣倍健鱼油软胶囊	￥198.00
奥卡西平片(曲莱)	￥198.00
西洋参(乐陶陶)	￥198.00
三七(康美)	￥198.00
缓解体力疲劳 三七丹参胶囊（无限能）	￥199.00
预防高原反应 红景天枸杞片（无限能）	￥199.00
美龄宝排便清肠器配套输液管	￥199.00
安特卫超强护腰冷热敷理疗垫	￥199.00
缓解体力疲劳 汤臣倍健 西洋参胶囊（无限能）	￥199.00
缓解体力疲劳 汤臣倍健 西洋参胶囊（无限能）	￥199.00
安琪纽特牌玛咖片(压片果糖)	￥199.00
阿胶补血颗粒	￥200.00
海龙(实价)	￥200.00
石斛	￥200.00
石斛3g	￥200.00
糖尿病  甘精胰岛素注射液(来得时)   仅限自提，不提供送货上门	￥206.00
补充维生素DE 威海 纽徕佛牌维生素DE钙软胶囊	￥208.00
雅培全安素  特殊医学用途配方食品	￥208.00
增强免疫力 生命力科技发展 纽徕佛康康软胶囊(原大豆异黄酮)	￥208.00
气血康胶囊  买四盒减10元	￥208.00
补充维生素DE 威海 纽徕佛牌维生素DE钙软胶囊	￥208.00
乙型肝炎 中美上海施贵宝制药 恩替卡韦片	￥208.70
解毒消肿止痛 安徽金蟾生化股份 华蟾素片	￥209.00
方祥疝气带(疗疝绷带)	￥215.00
增强免疫力 牛初乳含片(康麦斯）  五折	￥216.00
盐酸普拉克索片(森福罗)	￥217.00
鱼胶原蛋白维C维E粉(奈世康)	￥218.00
增加免疫力 S合生元呵护幼儿配方奶粉(3阶段)	￥218.00
延缓衰老 倍健婷好青春胶囊	￥218.00
熊去氧胆酸胶囊(优思弗)	￥218.30
补充多种维生素 深圳纽徕佛牌多种维生素咀嚼片	￥222.00
曲伏前列素滴眼液(苏为坦)	￥223.20
肾宝片(汇仁)	￥225.00
复方滋补力膏	￥228.00
汤臣倍健液体钙软胶囊	￥228.00
蜂胶软胶囊(麦金利)	￥228.00
深度清洗鼻腔 鼻窦 便利舒适 不呛水 快速洗掉粉尘 美国泰克沃德股份 鼻腔清洗器 鼻可乐	￥228.00
增强免疫力 S合生元呵护较大婴儿配方奶粉(2阶段)	￥228.00
补充钙 倍健液体钙软胶囊	￥228.00
三七粉(康美)	￥228.00
西洋参片(康美)	￥228.00
改善睡眠 改善睡眠胶囊（无限能）	￥229.00
沙美特罗替卡松粉吸入剂(舒利迭)	￥234.00
止血化瘀、活血定痛 三七粉(御顺堂)花茶	￥235.20
颈椎牵引器(鱼跃)	￥236.00
改善营养性贫血 山东阿胶浆口服液	￥238.00
增加免疫力 S合生元呵护婴儿配方奶粉	￥238.00
硅酮凝胶敷料（仙卡）	￥238.00
测量血糖 (鱼跃)悦准血糖仪Ⅰ型	￥238.00
乃捷尔初乳素胶囊(天美健) 中秋特惠	￥239.20
坐厕椅(鱼跃)	￥240.00
助型器(鱼跃)	￥245.00
纽邦酵母蛋白质粉	￥248.00
增加免疫力 法国 S益素加金装幼儿配方奶粉(合生元)	￥248.00
甩脂瘦身腰带(安特卫)	￥249.00
强生稳豪血糖试纸(专柜)	￥250.00
康麦斯牌多种维生素及矿物质片  补充多种维生素及矿物质  五折	￥256.00
归芪胶囊(康麦斯)  五折	￥256.00
提高记忆力 美国 忆立清胶囊（DHA）(康麦斯）  五折	￥256.00
奥利司他胶囊(雅塑)	￥257.00
抗氧化防衰老 保护心脏 浙江医药股份 好心人牌辅酶Q10软胶囊（双重护心特惠装）中秋特惠	￥258.00
(特)三诺安稳血糖测试仪礼盒装(CZ)  新春七折	￥258.00
叶黄素咀嚼片(来益牌)	￥258.00
补肾益精，养阴润肺 广东 蛤蟆油(鹰皇)(专柜)	￥258.00
调节肠胃功能 S益素加金装较大婴儿和幼儿配方奶粉（合生元）	￥258.00
电子血压计(鱼跃)	￥258.00
三七药酒(康恩贝)(云南康恩贝)	￥258.00
西洋参片(晟海祥)	￥260.00
西红花	￥260.00
布地奈德福莫特罗粉吸入剂(信必可都保)	￥260.00
轻身消胖丸(昆中)	￥262.80
参芪口服液  3月选品活动	￥263.00
三七花(康美)	￥265.00
非接触式电子体温计(倍尔康)	￥268.00
开智海藻油(DH)软胶囊(安琪纽特)	￥268.00
11X纽徕佛牌维生素DE钙软胶囊	￥268.00
减肥 塑身 拥有完美身材 S汤臣倍健左旋肉碱茶多酚荷叶片	￥268.00
安宫牛黄丸	￥268.00
耳温计(倍尔康)	￥268.00
减肥 汤臣倍健左旋肉碱茶多酚荷叶片	￥268.00
坐厕椅(鱼跃)	￥268.00
复方α酮酸片(开同)	￥268.00
颈椎按摩器(安特卫)	￥269.00
养生保健 虫草养生酒(999)     常州市外不销售	￥269.00
滋阴润燥  气血康口服液  买四盒减10元	￥272.00
深海鲨烯软胶囊(康麦斯)  五折	￥276.00
增强免疫力 法国 S合生元金装幼儿配方奶粉(3阶段)	￥278.00
电子血压计九安	￥278.00
西洋参片(红盒)	￥278.00
足浴按摩器(安特卫)  中秋特惠	￥279.00
免疫调节、调节血脂 佳尔科药业 破壁灵芝孢子粉胶囊(菌宝)	￥280.00
免疫调节、调节血脂 佳尔科药业 破壁灵芝孢子粉胶囊(菌宝)	￥280.00
冬虫夏草(新)	￥280.00
自粘性硅胶片敷料(仙卡)	￥280.00
抗疲劳、免疫力调节、耐缺氧 四川华美制药 三勒浆抗疲劳液(浓缩液)	￥288.00
片仔癀胶囊(片仔癀)	￥290.00
免疫力低下的 广州 合生元儿童益生菌冲剂	￥296.00
10XK3蜂胶软胶囊（生命力）	￥297.00
调节心脑血管疾病 广州 康力士牌三文鱼油维生素E软胶囊	￥298.00
奥利司他胶囊  中秋特惠买一赠一台电子秤	￥298.00
10X香丹清牌珂妍胶囊	￥298.00
倍健千惠牌羊胎盘枸杞胶囊	￥298.00
倍健纯乳清蛋白粉	￥298.00
康力士牌天然卵磷脂软胶囊	￥298.00
补肾益气胶囊(泰华堂)	￥298.00
数码经络治疗仪(好一生)	￥298.00
全灵芝孢子粉(瑞森牌森森粉)(同仁堂)	￥298.00
欧姆龙血糖仪	￥298.00
腕式电子血压计(好一生)	￥298.00
日晒防治膏	￥298.00
增强免疫力 广东 倍健巴西绿蜂胶软胶囊	￥298.00
增加免疫力 S倍健蜂胶软胶囊(巴西绿蜂胶)(专柜)	￥298.00
抗氧化、增强免疫力 安琪酵母 股份益富康酵母硒酵母多糖胶囊(安琪纽特)	￥298.00
红外线耳温枪(黑莓)	￥298.00
欧姆龙电子血压计(替换7101)	￥298.00
鸿茅药酒	￥298.00
气血和胶囊(摩美得)(礼盒装)	￥298.00
血糖仪(爱奥乐)	￥299.00
太极温热按摩垫(安特卫)	￥299.00
颈椎按摩器(安特卫)	￥299.00
安特卫血糖测试仪	￥299.00
方太座便器	￥302.50
耳温计(倍尔康)  3月选品活动	￥306.00
阿德福韦酯胶囊(名正)	￥312.00
倍健蛋白质粉(儿童型)	￥318.00
电子血压计(鱼跃)	￥318.00
冬虫夏草(新)	￥320.00
肾宝片	￥322.00
碧成同排便清肠器	￥325.00
辅助降血脂、调节心脑血管疾病 美国 深海鱼油软胶囊(康麦斯）  五折	￥326.00
调节血糖、消融结实、增强记忆 美国 卵磷脂软胶囊（康麦斯）  五折	￥326.00
润贝较大婴儿配方奶粉2(金装系列)	￥328.00
润贝幼儿配方奶粉3(金装系列)	￥328.00
康贝科技有限公司 手腕式数字电子血压计(黑莓)	￥328.00
提高免疫力 酵母蛋白质粉（安琪纽特）	￥328.00
欧姆龙电子血压计	￥338.00
增加免疫力 深圳 纽徕佛蛋白质粉	￥338.00
用于按摩 按摩足浴盆(皇威)	￥338.00
增强免疫力 深圳 纽徕佛蛋白质粉(铁罐)	￥338.00
枸橼酸西地那非片(金戈)	￥345.00
黄明胶(东阿)	￥345.00
增加免疫力  蛋白粉（汤臣倍健）	￥348.00
指夹式脉搏血氧仪(鱼跃)	￥348.00
增强免疫力 倍健蛋白质粉	￥348.00
增加免疫力 深圳 纽徕佛蛋白质粉	￥348.00
甩脂瘦身腰带(安特卫)	￥349.00
海马	￥350.00
美容养颜 蛤蟆油1(晟海祥)(专柜)	￥360.00
增强免疫力 法国 S合生元超级金装较大婴儿配方奶粉(2阶段)	￥360.00
养生保健 癌症肿瘤 破壁灵芝孢子粉胶囊(菌宝)	￥360.00
复方阿胶浆(无糖型)新	￥365.00
11X玛卡片（生命力）	￥368.00
便秘治疗仪(好一生)	￥368.00
低频电子脉冲睡眠仪(好一生)	￥368.00
胶原蛋白维C粉(纽斯葆)	￥368.00
测量血糖(鱼跃)悦好血糖仪Ⅰ型	￥368.00
10X增强免疫力粉（中食营科）	￥369.00
10X缓解体力疲劳粉（中食营科）	￥369.00
足浴按摩器(安特卫)	￥369.00
沙美特罗替卡松粉吸入剂(舒利迭)	￥370.00
红参片(新开河)	￥375.00
吗替麦考酚酯分散片(赛可平)	￥380.00
速溶阿胶颗粒	￥382.00
布地奈德福莫特罗粉吸入剂(信必可都保)	￥383.00
康庄全自动电子血压计(上臂式)	￥386.00
蜂胶胶囊(康麦斯）  五折	￥386.00
 增强免疫力 山东鲁润阿胶药业 黑芝麻核桃阿胶糕（多美胶）中秋特惠	￥388.00
电子血压计(康尚)	￥388.00
提高听力 西门子助听器(专柜)	￥390.00
玛咖(黄)	￥390.00
三七花(康美)	￥397.50
来利 奥利司他片24片男女排油抗肥胖产品 健康减肥药品	￥398.00
倍健辅酶Q10天然维生素E软胶囊	￥398.00
增强免疫力 倍健胶原蛋白粉(专柜)	￥398.00
康庄全自动电子血压计(手腕式)	￥398.00
汤臣倍健蛋白质粉加维生素B族片	￥398.00
腕式电子血压计(好一生)	￥398.00
非接触式电子体温计(倍尔康)	￥398.00
增强免疫 丹麦法尔诺 法尔诺德硒片  五折	￥398.00
欧姆龙血糖仪	￥398.00
足浴理疗按摩器	￥398.00
野生灵芝(晟海祥)	￥398.00
血糖测试仪九安	￥398.00
欧姆龙电子血压计(上臂式)	￥398.00
电子血压计(鱼跃)	￥398.00
手臂式全自动电子血压计(安特卫)	￥399.00
测量血压 腕式电子血压计(爱奥乐)	￥399.00
电子血压计(九安)	￥399.00
雅培全安素(礼盒)	￥418.00
美白 祛痘 珍珠粉(御顺堂)	￥420.00
美白养颜 珍珠粉(御顺堂)	￥420.00
康庄全自动电子血压计(上臂式)	￥428.00
西洋参(铁罐)(康美药业)	￥428.00
电子血压计(鱼跃)	￥430.00
鹿角胶	￥432.00
锌泉水杯（水方程）	￥458.00
电子血压计(鱼跃)	￥468.00
测量血压 安特卫语音腕式数字电子血压计	￥469.00
欧姆龙电子血压计(替换HEM645)	￥470.00
黑芝麻核桃阿胶糕(多美胶)	￥478.00
八子补肾胶囊	￥480.00
腕式电子血压计(爱奥乐)	￥480.00
鹿茸血片	￥480.00
片仔癀	￥480.00
枸橼酸西地那非片(万艾可)	￥495.00
他达拉非片(希爱力)	￥495.00
血压测量 欧姆龙 欧姆龙电子血压计(上臂式)(专柜)(替换7051)	￥498.00
复方虫草口服液	￥498.00
非接触式电子体温计(倍尔康)	￥498.00
欧姆龙电子血压计	￥498.00
臂式电子血压计(好一生)	￥498.00
电子血压计(康尚)	￥498.00
德尔福电子胰岛素注射器 仅限自提，不提供送货上门	￥498.00
德尔福电子胰岛素注射器  仅限自提，不提供送货上门	￥498.00
足浴理疗按摩器	￥498.00
臂式血压计(安特卫)	￥499.00
测量血压 深圳 安特卫语音臂式数字电子血压计	￥499.00
电子血压计(九安)	￥499.00
益胃生津，滋阴清热 石斛粉(御顺堂)花茶	￥504.00
肺热燥咳，干咳少痰 川贝粉(御顺堂)花茶	￥504.00
欧姆龙电子血压计 中秋特惠	￥522.00
